,Global X,Global Y,CD45RO,N/A,CD31,N/A,N/A,N/A,N/A,pan-CK,PD-1,Ki-67,cyclin D,b-actin,CD3,CD4,N/A,CD16,N/A,N/A,PD-L1,ATPase,Granzyme B,P53,NF-kB,PTEN,p-ERK1/2,N/A,Caspase 3
105,9437,17742,466.64,422.14,427.69,449.25,247.18,416.48,360.22,413.37,400.39,471.95,394.7,388.36,480.36,385.98,438.09,423.18,401.21,402.21,337.06,495.16,332.58,365.96,468.7,422.8,309.04,371.22,430.54
106,9690,15799,591.31,518.48,544.58,638.49,572.36,611.04,584.99,494.8,591.37,617.28,529.53,530.6,663.68,493.83,564.94,472.5,563.52,477.13,380.92,636.74,417.37,546.6,631.42,670.38,749.98,525.9,568.85
107,6005,18346,420.38,497.86,553.86,388.74,534.02,520,508.06,563.82,530.26,563.73,494.59,549.7,479.46,526,506.71,488.32,547.54,515.66,585.1,547.75,487.86,508.07,501.98,487.71,592.2,450.77,520.64
108,3616,8119,422.32,344.18,356.5,323.85,376.24,367.78,366.3,346.66,383.18,393.5,379.27,329.12,501.96,323,369.23,338.9,343.48,377.2,318.4,329.13,330.11,362.68,378.23,369.44,382.6,327.46,339.79
109,8884,9211,523.96,591.2,489.57,596.2,401.4,457.52,464.14,543.4,560.98,363.66,562.51,464.04,393.1,419.98,456.58,398.29,575.45,580.66,333.37,602.19,429.94,444.48,762.75,563.72,490.94,629.02,497.66
110,8964,1532,615.19,618.97,571.8,522.04,627.27,578.59,493.16,605.64,609.24,563.28,639.08,596.84,554.68,578.32,442.08,664.38,549.18,598.96,620.72,581.79,606.48,601.13,578.18,489.06,663.67,519.26,579.77
111,15814,15054,405.76,399.67,385.02,363.97,332.7,372.9,404.6,360.32,376.05,462.64,405.05,365.42,515.97,401.43,355.96,367,396.78,376.2,381.76,344.29,377.69,352.83,360.71,379.31,297.5,351.18,372.6
112,4559,12362,548.08,419,456.8,475.16,412.62,406.24,413.87,411.5,443.8,526.8,438.67,449.01,425.3,360.79,488.03,487.17,476.61,497.18,396.9,383.35,481.04,431.59,455.08,417.05,543.79,396.96,438.98
113,2541,8869,523.2,427.77,413.74,474.09,422.52,453.98,424.62,401.08,450.32,454.14,496.49,477.96,552.3,420.17,471.6,450.9,476.31,448.92,404.7,418.5,461,482.18,479.9,455.62,396.52,464.93,384.88
114,22449,3841,452.85,528.78,570.78,472.01,522.68,452.86,569.66,503.55,514.08,577.16,499.46,567.72,548.16,657.66,589.74,573.48,499.92,599.86,495.08,660.5,579.9,539.29,489.26,505.72,546.81,466.05,607.08
115,975,3374,574.29,519.94,478.68,485.2,413.17,394.53,466.96,373.58,543.38,512.51,556.61,603.88,409.61,405.02,578.38,454.7,400.58,453.13,479.04,605.35,484.84,553.48,483.38,529.64,546.44,446.3,465.13
116,3555,8449,439.05,419.42,416.18,463.56,399.08,367.5,405.26,406.46,359.72,452.2,413.28,407.2,519.23,407.28,401.69,386.97,378.97,384.31,414.42,452.41,467.62,382.84,407.4,430.23,411.54,390.99,458.47
117,7591,14493,394.36,505.98,445.34,389.52,358.96,385.4,504.96,367.05,366.2,601.2,465.02,510.65,452.55,515.25,478.62,398.66,487.28,502.5,529.98,382.18,507.2,401.16,384.78,494.8,417.03,402.26,522.79
118,8208,3895,453.41,471.13,395.22,488.91,425.59,453.5,454.66,448.76,461.71,461.56,438.1,418.38,418.86,468.37,447.14,456.63,414.18,464.96,424.15,459.7,397.87,430.52,436.58,452.7,411.46,484.74,477.7
119,8262,11090,333.95,365.22,378.77,414.58,307.8,367.96,376.83,392.14,310.38,451.12,404.02,337.13,411.94,277.8,342.91,387.67,358.45,362.96,425.81,358.94,423.6,313.46,431.9,360.78,347.12,366.28,362.75
120,1558,8990,432.34,435.54,434.99,420.94,401.78,399.57,397.42,427.31,405.86,463.65,458.08,443.03,484.46,399.58,398.68,424.3,392.06,418.38,450.08,426.87,390.04,398.67,443.34,418.66,422.78,414.87,448.42
121,21051,2262,508,498.1,504.98,480.57,471.1,500.76,476.38,470.39,450.18,509.63,515.4,561.52,497.01,476.57,451.87,471.3,473.04,493.28,494.44,498.82,553.78,438.42,425.04,523.98,562.1,502.94,454.46
122,10452,20717,353.84,508.24,474.48,260.8,517,586.26,489.78,475.5,562.4,578.08,577.48,486.43,676.24,533.46,479.37,487.78,564.85,532.36,411.95,521.64,450.86,520.88,584.97,419.28,456.02,538.83,429.5
123,9232,13301,389,532.18,580.43,479.14,606.78,512.58,584.62,571.38,497.18,685.96,501.24,535.06,640.16,566.94,486.68,596.8,490.04,514.54,495.56,546.52,407.84,429.44,580.44,629.39,367.28,448.86,571.4
124,2252,9629,513.38,546.02,538.78,476.62,447.03,540.88,531.68,591.07,471.48,418.14,459.2,520.08,495.12,479.26,450.18,559.68,454.52,486.86,447.46,497.88,493.84,522.1,662.42,464.78,464.6,601.6,452.3
125,12257,15507,223.48,250.77,244.86,242.33,263,231.76,250.48,240.86,226.26,264.01,244.1,243.54,252.4,243.73,241.54,223.59,244.94,247.18,226.03,233.98,222.98,258.08,249.14,247.58,233.5,228.44,250.64
126,448,11008,489.7,471.4,415.44,532.9,480.94,482.12,480.49,439.86,480.93,467.81,411.04,457.87,423.02,477.48,450.2,491.94,507.94,387.54,465.18,467.58,430.26,488.38,428.46,474.4,466.68,426.9,436.15
127,18016,13459,339.02,469.14,526.52,495.77,440.78,466.9,435.48,483.11,379.4,529.64,431.34,469.67,458.18,497.68,480.98,444.83,466.85,504.46,480.6,437.44,459.34,450.89,340.9,473.18,258.8,427.76,461.42
128,7136,3528,453.52,406.93,389.68,394.44,399.31,429.26,423.16,421.33,370.6,445.14,431.1,421.88,478.14,443.17,461.4,400.74,411.64,400.58,307.98,373.72,420.02,436.9,445.62,316.28,410.58,379.48,408.31
129,18251,9609,518.46,472.04,521.4,488.66,425.62,498,489.78,496.12,417.88,512.2,502.8,455.48,564.96,508.88,454.36,494.04,460.86,485.62,406.38,470.56,349.9,481.33,545.01,472.93,527.91,494.22,476.26
130,4777,11814,506.94,322.92,399.56,478.8,457.1,419.58,422.69,423.35,396.99,544.34,414.36,434.63,396.1,399.38,347.68,365.1,338.5,444.8,417.97,477.09,386.78,400.3,488.28,388.3,416.98,377.4,367.06
131,14690,19870,574.38,417,435.22,570.21,455.94,468.08,450.9,480.58,389.77,468.76,448.45,481.38,448.65,419.02,454.94,473.92,413.22,475.01,367.3,448.63,394.08,440.14,392.31,371.96,484.3,414.22,423.48
132,2304,14322,544.32,839.92,535.54,583.22,1013.54,562.76,854.86,631.78,617.02,583.88,566.4,580.81,525.83,567.3,590.52,883.32,555.14,764.77,529.48,681.8,626.26,580.48,570.25,678.08,561.92,652.7,600.15
133,4640,10784,447.78,428.38,419.16,323.23,418.6,410.5,383.8,428.48,386.86,463.28,394.62,374.29,495.9,385.8,402.62,389.58,478.34,425.98,460.41,453.98,409.68,446.21,411.14,383.06,421.2,396,397.2
134,8719,19405,431.38,631.98,577.26,413.32,545.08,593.98,507.72,593.6,528.78,602.56,561.63,582.1,446.44,541.5,578.38,473.16,582.82,468.96,552.68,567.96,471.82,669.84,557.33,551.56,490.26,710.96,412.34
135,6330,7075,274.08,279.94,290.44,307.79,284.98,276.3,267.88,276.04,303.38,290.14,289.6,285.46,292.74,278.8,285.96,275.39,279.9,279.68,284.46,275.31,301.34,273.96,284.94,272.58,287.34,276.39,276.76
136,10669,11410,498.04,380.17,392.16,416.72,397.18,411.76,343.49,384.71,450.85,428.02,430.18,442.75,423.91,392.54,380.16,352.16,395.93,369.72,387.3,354.46,341.9,416.4,458.8,365.81,464.52,375.06,370.98
137,15243,19056,439.68,411.58,397.02,380.5,380.22,352.26,360.86,382.29,361.33,392.66,374.36,407.52,381.66,380.51,424.28,434.38,382.47,398.91,463.46,339.96,348.08,373.52,390.28,415.64,362.6,385.73,338.83
138,6609,17895,505.28,400.96,539.86,441.96,391.7,379.78,456.98,402.66,440.3,500.4,452.74,556.08,460.26,515.36,413.07,446.88,456.98,401.78,245.78,500.56,437.61,379.58,368.93,422.46,385.51,356.26,457.24
139,13609,22160,602.72,498.15,490.35,387.12,523.42,499.88,298.94,526.71,437.68,359.18,523.89,510.62,398.98,434.04,403.94,503.51,372.42,486.26,493.4,408.2,347.02,446.61,509.31,495.36,477.9,362.82,399.48
140,3001,7472,420.97,394.04,359.24,407.44,396.78,357.21,360.53,365.51,360.5,482.63,468,366.98,467.88,433.88,374.83,379.83,385.12,351.13,424.42,382.8,345,528.04,376.3,372.03,398.21,369.78,349.06
141,6834,15790,241.66,238,236.9,233.78,227.7,234.86,231.2,233.38,229.1,238.5,238.39,234.46,252.4,238.98,235.3,232.79,232.71,238.3,228.34,233.58,237.07,234.1,246.78,235.56,234.39,232.2,232
142,7452,14619,504.4,364.62,374.64,347.9,363.74,407.28,425.5,358.02,404.32,425.98,373.12,493.25,518.54,368.47,410.6,438.33,392.82,416.8,397.64,394.3,413.48,331.06,434.6,434.99,313.68,396,413.23
143,10081,16405,481.48,360.3,417.5,468.78,418.09,406.74,378.61,426.24,385.55,461.33,466.35,412.34,505.88,445.76,423.08,440.1,421.88,395.74,374.64,450.35,436.25,411.65,468.78,395,404.24,384.1,408.85
144,4803,3173,447.13,404.16,377.28,402.06,448.13,408.93,414.49,442.18,393.52,412.33,517,301.78,473.78,435.26,433.3,388.76,467.7,505.64,258.18,466.96,406.94,396.91,430.38,443.9,493.99,415.72,364.74
145,12211,20810,448.8,392.56,455.88,312.28,310.64,484.38,360.84,333.73,491.29,531.62,408.46,518.95,404.5,488.02,493.4,421.54,341.69,455.28,276.16,251.4,445.61,330.64,387.18,468.11,262.65,338.8,333.63
146,7163,9478,424.9,444.9,401.04,388.06,388.36,403.34,402.58,391.2,427.32,506.3,456.48,412.01,485.14,432.74,424.14,456.53,397.59,425.38,421.36,353.5,400.61,400.66,439.44,404.38,451.04,426.32,408.88
147,21496,22228,309.03,348.79,325.55,319.37,287.16,342.61,319.69,362.5,371.94,334.79,395.88,419.07,424.8,344.41,362.62,311.78,355.86,349.36,399.15,445.33,374.1,369.44,426.29,317.28,268.98,292.94,310.39
148,7517,4297,532,432.99,457.58,459.9,474.92,458.78,475.84,520.32,500.25,554.11,510.81,466.68,406.72,512.81,476.78,425.36,499.48,512.42,525.22,511.3,444.04,467.08,520.43,529.92,519.11,505.98,523
149,3654,7686,346.68,341.54,325.6,339.38,336.38,329.82,325.84,327.18,327.58,359.94,335.45,338.3,354.76,341.93,332.01,323.88,327.68,319.4,322.58,335.39,336.68,343.73,330.6,330.59,342.08,328.56,328.58
150,6965,14054,297.03,261.41,327.06,321.62,310.29,348.56,294.47,323.46,309.88,382.19,374.49,318.98,426.88,384.61,356.57,299.5,293.88,329.01,320.48,221.7,288.12,316.3,360.64,354.02,265.58,264.38,259.58
151,7580,21463,373.03,422.76,362.98,445.06,412.84,405.26,401.01,391.4,310.33,381,399.5,412.25,456.37,388.16,420.5,407.8,382.1,330.27,389.89,356.27,338.86,416.2,387.83,347.28,431.78,332.7,358.66
152,11704,14016,292.8,237.14,282.5,373.66,314.84,315.28,295.13,297.38,308.18,364.83,294.36,334.22,396.92,311.56,304.16,342.8,320.53,300.78,304.88,347.2,255,323.74,316.6,327.64,338.4,301.44,336
153,9615,10143,462.18,425.78,404.7,368.4,373.71,352.55,423.18,392.14,415.38,440.4,379.54,271.18,422.44,412.39,370.23,448.48,385.71,370.24,322.86,328.66,387.33,436.6,350.66,351.9,450.38,391.19,360.58
154,2556,10582,420.91,470.57,412.8,442.54,407.98,418.89,432.51,442.21,372.08,379.96,436.28,502.25,399.42,453.71,386.48,413.56,464.16,435.54,432.08,483.02,335.86,462.16,459.87,398.78,349.38,457.66,448.5
155,3483,20970,373.28,483.07,473.9,517.89,386.88,410.44,445.51,478.14,449.04,376.04,482.04,458.63,360.97,473.94,466.64,474.96,425.73,404.62,446.14,453.73,437.3,464.29,378.38,447.54,536.58,450.06,464.74
156,5581,16088,421.7,444.09,467.95,419.09,672.2,481.2,498.76,412.19,440.23,612.5,359.03,493.4,554.43,661.12,501.04,529.37,547.16,457.26,431.98,452.66,497.03,422.04,561.26,530.38,362.56,324.6,453.74
157,21746,8976,454.29,459.66,425.48,433.68,534.36,461.9,443.65,527.6,561.54,360.18,405.2,388.22,523.74,436.98,470.78,427.08,509.18,389.69,587.2,406.66,401.03,449,466.56,493.38,465.14,504.81,434.26
158,7114,14000,344.52,276.9,291.2,235.36,343.89,297.86,339.57,328.13,337.04,415.91,297.36,290.53,346.34,311,315.98,328.98,318.69,346.16,280.88,314.84,298.35,364.96,338.46,387.44,328.14,324.06,344.4
159,15614,19743,544.06,507.32,455.96,288.68,438.42,427.88,553.43,504.76,537.48,468.36,602.48,434.5,490.7,503.54,467.92,469.5,524.59,494.04,457.54,513.08,608.09,537.46,532.05,419.41,276.92,495.74,430.36
160,5172,18486,574.71,467.2,455.46,572.48,593,639.24,536.54,482.25,500.38,375.98,509.58,588.8,587.22,506.68,547.48,476.64,649.4,505.79,291.28,488.98,412.36,522.3,358.86,469.3,376.94,505.13,523.34
161,21937,21411,429.82,298.02,330.2,321.42,267.56,310.55,315.51,289.78,291.16,321.28,310.9,330.58,343.59,328.04,314.34,314.82,312.84,326.26,338.98,337.98,319.9,275.69,334.95,305.52,283.94,304.32,295.6
162,8397,14974,453.49,525.09,498.37,402.68,416.04,442.3,445.05,480.7,445.58,534.2,478.22,446.7,449.29,437.74,466.73,457.81,444.2,415.67,491,386.71,446.52,465.44,377,410.03,499.98,408.09,462.18
163,21767,8731,354.78,266.1,370.56,383.51,385.78,392.05,377.33,391.43,379.48,433.99,326.69,335.62,422.68,387.96,334.63,386.24,402.58,351.9,351.48,377.68,332.8,444.3,355.11,350.02,343.04,385.78,355.56
164,18200,21616,339.4,322.66,335.34,337.8,347.48,353.8,289.58,409.84,352.28,352.12,356.3,398.91,356.97,370.14,373.1,409.33,337.31,381.78,355.7,354.6,311.82,372.78,370.54,362.24,323.88,389.2,362.93
165,5656,7581,497.26,309.18,353.02,361.38,384.05,352.7,352.98,364.5,400.6,393.68,341.59,339.82,549.28,309.18,348.68,369.58,337.4,330.08,386.18,404.49,341,386.88,370.96,383.65,425.14,377.98,344.81
166,6171,3502,410.36,335.32,428.92,374.84,379.45,383.36,373.18,412.87,406.05,401.06,370.73,408.94,414.1,349.36,407.83,426.35,411.88,378.02,494.12,386.78,438.83,349.94,405.43,351.84,388.86,460.74,400.16
167,21233,8972,653.11,605.65,570.77,604.5,570.83,543.6,522.46,590.08,549.48,529.36,553.33,611.39,552.86,555.86,554.27,504.82,629.21,588,627.56,649.88,580.68,586.2,589.3,477.87,541.49,573.66,503.28
168,9266,9807,526,411.22,402.9,393.89,473.45,421.33,408.34,408.79,384.6,495.9,446.02,393.47,574.07,424.18,412.94,455.65,420.3,384.19,315.36,434.04,386.28,386.12,484.5,456.58,408.99,409.28,419.28
169,1039,15033,373.34,403.69,484.29,431.64,415.83,394.1,449.7,450.18,492.57,452.09,465.48,444.63,413.43,406.22,460.82,424.16,434.33,430.4,446,426.55,450.96,419.48,440.98,446.2,439.52,457.94,461.4
170,17391,12456,465.34,462.46,366.8,416.14,442.6,419.38,437.6,512.39,396.58,431.19,451.66,406.18,579.08,403.7,375.16,471.88,489.86,372.98,513.46,462.64,505.12,509.82,406.74,398.66,459.98,423.04,395.84
171,21763,10685,370.4,445.25,438.37,413.32,389.6,364.78,367.46,402.56,425.99,431.4,491.65,528.2,400.7,433.71,358.08,367.97,476.26,454.39,400.68,405.94,441.68,309.9,363.48,339.28,380.26,408.79,403.77
172,6607,18531,533.76,483.88,522.31,481.46,524.4,548.85,504.28,518.1,455.68,612.88,480.54,494.78,612.18,515.92,537.86,492.74,551.94,509.97,573.36,485.46,510.38,541.81,530.52,533.98,560.48,525.4,533.28
173,8358,8969,340.62,421.01,360.3,363.24,338.47,350.36,336.23,365.33,326.79,408.94,320.69,330.28,370.35,305.52,356.01,327.68,360.1,366.58,373.76,387.26,377.24,391.68,370.32,389.5,343.38,376.17,380.87
174,9823,1940,466.68,451.96,428.2,444.54,533.3,481.86,477.48,449.43,514.35,480.56,464.94,454.04,485.53,445.56,469.02,498.78,498,457.28,483.31,448.5,486,471.93,472.09,441.92,431.98,450.18,441
175,7557,11024,455.38,383.75,396.32,371.02,366.59,394.88,397.97,381.98,381.08,459.57,382.14,425.7,566.42,412.82,358.88,352.36,386.19,389.65,407.37,359.16,379.98,392.18,420.9,365.78,395.63,416.9,377.64
176,6532,20607,449.84,425.94,447.34,375.38,407,409.6,403.63,412.96,424.28,448.17,438.82,421.4,298.48,369.44,415,419.36,412.1,450.56,371.94,432.46,422.12,395.06,429.96,433.58,403.95,399.12,423.96
177,6138,15759,527.08,526.8,428.46,502.68,543.72,461.37,555.64,467.48,476.72,546.16,509.12,458.5,499.7,525.98,483.66,387.16,543.9,511,581.84,478.95,552.17,563.87,612.24,483.22,455.08,562.16,501.07
178,9936,10647,509.5,483.76,508.26,478.94,496.19,421.1,468.94,470.32,521.78,591.58,537.6,424.92,604.14,517.72,469.64,426.14,435.6,472.58,558.8,532.24,459.18,488.53,502.03,508.04,342.68,453.23,477.77
179,5423,11838,265.9,462.48,452.84,480.42,414.7,469.56,321.69,431.12,367.78,574.48,514.56,464.38,434.88,457,451.2,368.56,403.28,369.26,535.3,561.24,423.9,463.68,522.43,424.48,288.48,357.38,426.08
180,20374,11002,479.84,476.14,437.82,480.65,458.08,409.54,421.01,448.81,466.31,489.09,413.28,422.52,500.53,439.88,457.25,414.78,455.8,441.2,493.46,442.26,461.08,444,468.18,451.38,431.97,458.98,418.78
181,12261,21124,441.4,442.58,544.06,456.82,463.88,469.24,424.1,454.88,373.88,486.76,494.37,496.99,449.22,425.44,398.26,353.98,487.65,541.59,305.26,394.43,244.9,321.48,294.46,498.6,446.57,351.97,428.58
182,7099,9289,432.66,390.17,469.88,401.48,391.45,428.04,404.9,424.08,548.88,389.48,434.6,330.83,396.33,438.48,437.39,414,449.26,389.86,285.44,517.19,400.14,387.96,507.37,423.63,527.27,383.6,371.98
183,10513,12969,522.18,490.74,374.16,434.84,407.73,410.04,437.24,396.6,314.46,432.78,352.5,374.3,487.26,370.67,388.09,432.02,423.18,345.32,413.52,231.88,328.7,353.18,450.54,331.58,411.95,325.14,385.05
184,21884,9493,454.11,470.93,336.62,401.34,398.09,351.58,507.42,476.55,380.46,362.13,443.7,472.7,472.7,407.1,464.88,470.94,491.8,434.29,500,484.3,415.16,525.2,340.84,311.1,399.41,463.87,387.36
185,5495,13098,370.68,293.68,410.48,388.11,415.54,397.47,392.29,443.77,391.67,518.13,393.94,416.42,433.14,440.72,434.62,441.48,344.78,374.3,614.12,385.3,301.46,416.42,492.16,438.26,375.54,389.01,431.86
186,886,1518,384.9,380.62,367.6,353.78,364.78,397.73,365.48,366.46,372.96,310.1,487.08,315.38,422.7,326.16,343.06,373.37,320.1,358.52,358.32,324,274.18,406.36,317.5,366.08,321.18,345.48,428.48
187,521,8583,538.96,454.81,432.07,505.1,506.1,439.13,444.96,461.53,412.22,543.08,433.63,419.25,481.98,419.76,420.69,513.67,487.38,449.06,438.28,481.7,481.22,423.04,500.78,449.39,374.7,411.05,454.56
188,7382,15036,450.68,457.54,454.15,427.08,485.18,452.72,460.36,419.7,386.57,491.86,431.9,465.18,424,436.81,477.14,415.59,414.38,489.68,368.14,432.12,436.44,398.92,536.45,481.38,517.12,421.84,427.1
189,8538,10229,333.88,401.75,366.48,371.66,336.58,348.52,344.06,340.22,332.8,432.22,408.72,382.36,395.3,355.1,356.06,358.06,382.78,319.6,353.18,361.48,366.53,458.39,444.2,369.7,355.31,346.1,361.86
190,6887,13457,430.7,460.35,457.06,553.88,494.76,457.66,422.4,452.5,459.96,466.63,418.19,535.04,448.31,424.81,428.4,418.36,360.37,371.2,379.28,417.96,428.14,465.68,451.88,488.6,466.15,498.02,474.23
191,18604,18023,450.75,488.66,553.58,493.38,470.74,465.37,488.62,502.73,474.68,616.98,526.34,459.77,522.46,502.64,485.22,546.08,536.24,499.68,436.2,527.82,417.29,504.85,530.4,496.88,496.08,458.47,464.04
192,99,5904,553.26,432.06,467.58,480.11,477.36,433.54,407.34,429.1,445.32,603.68,572.8,449.42,495.64,474.99,443.21,516.11,453.6,491.42,430.4,431.57,460.36,477.86,398.6,429.14,443.94,471.78,470.58
193,3422,15191,389.57,430.02,426.84,415.86,411.16,478.65,434.58,451.6,384.3,455.33,414.62,471.9,323.12,418.33,395.98,480.68,415.91,380.5,403.81,384.5,473.86,365.3,427.66,404.82,500.1,471.88,429.08
194,3823,17228,474.06,569.06,566.17,729.4,407.93,543.94,570.84,606.76,419.95,708.51,464.83,384.08,523,582.98,501.62,523.72,538.64,640.37,391.92,666.5,530.38,620.68,571.8,462.3,447.68,429.93,654.52
195,1252,13814,484.68,442.7,385.2,394.32,458.53,452.1,452.1,450.93,421.06,441.54,521.94,459,485.42,446.15,458.41,438.48,477.66,440.42,438.42,476.62,420.1,438.23,437.9,446.2,501.3,467.85,410.18
196,6691,2602,385.9,346.4,321.06,374.89,274.18,283.98,359.1,287.13,317.36,379.81,351.66,288.6,328.61,375.3,351.68,327.86,314.28,338.8,354.26,316.74,322.78,359.4,281.76,338.48,352.78,304.12,322.12
197,2688,3291,487.37,496,467.82,434.73,429.18,451.47,407.86,436.98,423.48,392.87,547.5,509.74,630.24,507.58,464.89,519.48,456.38,540.98,560.72,381.28,505.9,446.1,441.58,414.78,410.52,484.88,475.6
198,852,4965,397.24,377.58,369.94,400.6,399.65,378.66,388.88,386.66,387.4,459.82,363.46,415.93,474.56,386.48,364.08,343.11,371.38,351.28,348.38,399.46,401.56,473.92,392.46,351.95,426.4,325.22,379.04
199,11041,14970,291.76,296.37,347,466.95,336.2,342.76,401.85,362.56,281.52,386.58,288.06,333.38,378.12,358.17,345.96,379.8,342.51,380.54,315.7,273.27,353.26,303.22,384.36,369.7,405.82,367.26,395.8
200,22174,9155,572.09,503.03,567.57,508.28,570.82,557.87,642.95,645.34,533.77,660.63,595.9,575.65,616.48,685.86,602.58,614.57,594.24,536.06,566.34,552.28,577.44,440.38,520.71,589.54,501.46,567.48,617.02
201,7291,650,366.54,486.59,530.49,524.88,497.98,531.4,473.4,478.53,515.75,588.2,481.8,607.02,648.04,517.81,475.81,497.16,410.6,479.28,564.64,459.53,506.2,518.36,417.24,437.98,464.58,370.5,509.78
202,6260,18207,568.66,596.21,615.38,608.56,543.86,565.51,563.38,555.87,528.08,615.24,608.66,613.21,619.95,555.94,573.9,510.72,538.57,645.06,302.74,606.4,571.03,593.7,651.71,587.36,361.78,563.94,577.78
203,2265,3235,552.36,615.66,529.48,469.66,535.09,543.22,482.16,517.13,527.9,657.28,629.1,618.25,670.22,661.46,671.5,552.88,555.43,619.94,595.24,592.8,643,606.59,530.9,628.32,512,573.74,534.16
204,16286,12616,409.2,468.02,393.4,536.2,327.65,442.24,367.24,444.69,400.57,637.22,366.01,513.78,581.27,334.36,435.18,466.12,503.32,322.33,511.48,403.36,493.98,588.54,517.66,465.52,432.28,450.48,494.8
205,10373,21644,305.02,399.2,303.88,361.1,392.06,361.86,351.76,386.28,288.2,453.18,384.27,489,405.66,362.12,390.54,304.68,389.16,340.46,251.58,353.39,328.28,418.3,395.71,401.41,277.96,336.83,346.2
206,8353,8175,559.03,629.46,513.58,643.06,513.76,543.1,608.44,558.66,524.74,627.48,581.84,493.57,498.76,502.61,555.61,605.06,550.89,598.23,549.68,486.96,549.07,515.72,612.86,385.48,313.9,521.99,439.04
207,5295,14705,512.08,488.98,453.48,518.14,437.1,437.8,483.49,438.84,370.95,544.6,482.53,486.38,627.84,511.58,473.77,447.78,507.48,390.3,496.96,480.37,395.22,388.48,474.6,417.33,601.76,412.18,508.53
208,3291,11058,410.28,386.34,441.27,347.58,479.42,415.32,314.78,429.1,365.74,392.9,479.9,465.36,444.12,370.98,484.52,391.3,403.55,378.53,576.08,380.48,422.6,392.56,418.09,442.35,431.46,457.8,526.52
209,4356,11190,368.96,327.43,340.78,364.96,350.29,338.46,335.77,398.16,363.94,368.32,380.86,393.68,376.8,377.36,347.46,391.99,335.63,377.44,389.9,374.93,370.64,394.18,410.49,359.96,315.58,351.17,371.66
210,5215,12654,286.3,411.25,359.44,353.52,362.28,358.97,364.6,361.26,359.39,411.82,356.08,374.15,347.66,361.94,422.21,417.01,418.68,367.94,479.64,281,310.5,401.4,377.22,432.31,341.82,394.28,386.87
211,4341,13501,575.2,470.68,459.65,386.85,464.85,444.1,354.54,419.66,387.01,502.6,472.14,343.84,545.62,483.32,448.6,397.88,483.26,441.17,430.19,398.27,452.48,463.2,446.1,428.6,541.24,457.22,409.84
212,6642,9107,287.88,317.48,310.19,361.42,314.58,307.76,299.8,347.42,331.7,393.3,301.16,315.19,438.59,342.32,318.38,318.15,347.49,330.64,311.2,314.36,367.1,345.59,369.03,340.38,350.19,355.09,321.23
213,7187,13158,422.92,509.52,533.87,561.54,516.79,477.59,400.37,518.2,472.94,482.7,485.34,448.43,678.28,460.86,558.42,533.02,456.16,523.26,468.31,354.89,409.09,495.52,472.86,551.46,492.42,462.98,416.96
214,1541,551,507.02,462.44,536.02,503.06,473.3,522.74,527.97,632.47,532.78,487.33,474.3,475.88,444.62,436.13,510.9,335.84,345.46,365.96,406.36,595.5,486.08,673.83,501.17,509.66,605.02,606.52,590.4
215,8294,10085,374.24,384.2,365.16,343.68,306.02,354.36,382.9,369.41,306.48,451.3,381.78,342.99,449.66,355.12,342.68,350.04,366.69,383.46,309.18,338.2,419.44,323.78,352.54,431.22,347.94,346.7,368.94
216,95,8202,455.13,426.28,434.64,400.66,411.29,401.68,447.16,400.18,425.37,438.41,406.04,376.08,456.24,440.46,377.26,411.23,341.88,303.2,362.68,364.48,364.56,385.98,378.78,325.34,427.5,317.17,328
217,5068,11503,446.08,346.6,369.48,389.7,374.86,389.88,345.75,367.1,337.04,363.9,355.23,395.07,588.88,345.28,371.9,309.51,370.74,367.14,387.93,323.14,313.7,439.52,372.06,343.69,423.46,347.6,384.69
218,22698,5740,565.62,526.02,521.04,539.62,540.28,478.91,536.7,495.58,423.82,609.52,559.27,527.12,588.5,509.07,435.84,524.7,571.16,447.56,507.21,410.81,507.5,469.06,465.44,452.9,478.59,505.22,440.24
219,20179,9798,459.48,411.48,495.88,477.05,456.8,439.55,487.58,452.44,392.28,479.85,453.28,429.6,505.78,411.6,462.48,489.12,423.63,479.57,398.42,511.78,437.26,500.36,489.18,491.84,526.02,448.88,479.64
220,4739,4013,443.14,357.3,391.98,364.24,368.29,356.7,377.91,348.98,296,337.94,404.18,343.02,262.7,257.12,364.2,331.36,339.16,257.2,369.26,312.08,287.94,330.21,398.13,258.4,290.88,370.1,387.61
221,7114,2867,508.68,546.19,483.58,493.25,474.8,513.58,488.01,550.15,514,588.1,499.48,426.24,542.37,389.02,494.97,490.2,500.1,529.4,474.21,418.99,434.88,429.73,494.44,489.46,443.24,585.92,476.57
222,7493,2097,490.34,405.5,369.58,361.9,443.17,408.48,410.88,432.28,329.58,407.14,439.9,437.6,378.66,376.24,441.45,488.6,355.52,327.54,420.99,421.63,473.39,380.07,368.91,437.04,487.76,363.27,381.9
223,5194,21149,533.56,555.66,523.23,601.58,531.47,576.86,523.18,553.09,469.3,565.08,666.83,476.76,495.32,570.02,527.77,506.81,522.2,510.56,505.83,753.82,556.9,525.19,554.94,497.73,513.24,460.93,532.08
224,3424,1226,556.12,468.38,383.38,591.4,474.78,573.44,496.7,473.28,354.76,535.93,453.11,610,379.2,543.22,452.96,538.82,305.28,501.1,503.97,474.55,305.5,522.34,551.36,529.59,507.28,556.88,436.92
